Ticker,Company,Sector,Industry,Country,Market Cap,Volume
LOOP,Loop Industries Inc,Basic Materials,Specialty Chemicals,Canada,74.34M,"148,386"
LOPE,Grand Canyon Education Inc,Consumer Defensive,Education & Training Services,USA,4.84B,"102,490"
LOT,Lotus Technology Inc. ADR,Consumer Cyclical,Auto Manufacturers,China,1.33B,"46,745"
LOVE,Lovesac Company,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,255.19M,"100,455"
LPAA,Launch One Acquisition Corp,Financial,Shell Companies,USA,320.41M,"1,005"
LPBB,Launch Two Acquisition Corp,Financial,Shell Companies,USA,299.86M,"4,238"
LPCN,Lipocine Inc,Healthcare,Biotechnology,USA,17.53M,"1,775"
LPLA,LPL Financial Holdings Inc,Financial,Capital Markets,USA,29.26B,"1,449,424"
LPRO,Open Lending Corp,Financial,Credit Services,USA,259.34M,"467,012"
LPSN,Liveperson Inc,Technology,Software - Application,USA,82.10M,"697,716"
LPTH,"Lightpath Technologies, Inc",Technology,Electronic Components,USA,127.84M,"77,721"
LPTX,Leap Therapeutics Inc,Healthcare,Biotechnology,USA,12.51M,"93,117"
LQDA,Liquidia Corp,Healthcare,Biotechnology,USA,1.60B,"492,543"
LQDT,Liquidity Services Inc,Consumer Cyclical,Internet Retail,USA,731.50M,"59,945"
LRCX,Lam Research Corp,Technology,Semiconductor Equipment & Materials,USA,122.97B,"5,825,289"
LRE,Lead Real Estate Co Ltd ADR,Real Estate,Real Estate - Development,Japan,21.95M,"5,008"
LRGE,ClearBridge Large Cap Growth ESG ETF,Financial,Exchange Traded Fund,USA,-,"5,305"
LRHC,La Rosa Holdings Corp,Real Estate,Real Estate Services,USA,3.22M,"52,068"
LRMR,Larimar Therapeutics Inc,Healthcare,Biotechnology,USA,222.18M,"633,504"
LRND,NYLI U.S. Large Cap R&D Leaders ETF,Financial,Exchange Traded Fund,USA,-,39
LSAK,Lesaka Technologies Inc,Technology,Software - Infrastructure,South Africa,365.62M,"11,389"
LSB,LakeShore Biopharma Co Ltd,Healthcare,Biotechnology,China,29.67M,"48,543"
LSBK,Lake Shore Bancorp Inc,Financial,Banks - Regional,USA,94.19M,"10,134"
LSCC,Lattice Semiconductor Corp,Technology,Semiconductors,USA,6.78B,"1,421,659"
LSE,Leishen Energy Holding Co Ltd,Energy,Oil & Gas Equipment & Services,China,96.16M,"12,853"
LSH,Lakeside Holding Ltd,Industrials,Integrated Freight & Logistics,USA,8.71M,"7,631"
LSTA,Lisata Therapeutics Inc,Healthcare,Biotechnology,USA,21.66M,"1,669"
LSTR,"Landstar System, Inc",Industrials,Integrated Freight & Logistics,USA,4.50B,"89,683"
LTBR,Lightbridge Corp,Industrials,Electrical Equipment & Parts,USA,311.31M,"564,007"
LTRN,Lantern Pharma Inc,Healthcare,Biotechnology,USA,49.63M,"50,466"
LTRX,Lantronix Inc,Technology,Communication Equipment,USA,119.01M,"123,767"
LUCD,Lucid Diagnostics Inc,Healthcare,Medical Devices,USA,104.06M,"155,066"
LUCY,Innovative Eyewear Inc,Healthcare,Medical Instruments & Supplies,USA,8.92M,"127,914"
LULU,Lululemon Athletica inc,Consumer Cyclical,Apparel Retail,Canada,24.42B,"1,878,987"
LUNG,Pulmonx Corp,Healthcare,Medical Devices,USA,68.64M,"827,994"
LUNR,Intuitive Machines Inc,Industrials,Aerospace & Defense,USA,1.93B,"3,662,060"
LVHD,Franklin U.S. Low Volatility High Dividend Index ETF,Financial,Exchange Traded Fund,USA,-,"45,304"
LVLU,Lulus Fashion Lounge Holdings Inc,Consumer Cyclical,Apparel Retail,USA,9.75M,"72,642"
LVO,LiveOne Inc,Communication Services,Entertainment,USA,74.49M,"245,342"
LVRO,Lavoro Ltd,Basic Materials,Agricultural Inputs,Brazil,249.18M,559
LVTX,LAVA Therapeutics NV,Healthcare,Biotechnology,Netherlands,37.35M,"24,288"
LWACU,LightWave Acquisition Corp,Financial,Shell Companies,USA,225.02M,400
LWAY,"Lifeway Foods, Inc",Consumer Defensive,Packaged Foods,USA,386.09M,"7,904"
LWLG,Lightwave Logic Inc,Basic Materials,Specialty Chemicals,USA,266.33M,"1,316,486"
LX,LexinFintech Holdings Ltd ADR,Financial,Credit Services,China,835.98M,"3,003,090"
LXEH,Lixiang Education Holding Co Ltd ADR,Consumer Defensive,Education & Training Services,China,1.93M,"1,579,448"
LXEO,Lexeo Therapeutics Inc,Healthcare,Biotechnology,USA,156.02M,"273,083"
LXRX,Lexicon Pharmaceuticals Inc,Healthcare,Biotechnology,USA,397.68M,"518,194"
LYEL,Lyell Immunopharma Inc,Healthcare,Biotechnology,USA,175.52M,"5,419"
LYFT,Lyft Inc,Technology,Software - Application,USA,5.76B,"6,861,230"
LYRA,Lyra Therapeutics Inc,Healthcare,Biotechnology,USA,10.41M,"9,942"
LYTS,LSI Industries Inc,Technology,Electronic Components,USA,538.88M,"31,613"
LZ,LegalZoom.com Inc,Industrials,Specialty Business Services,USA,1.56B,"537,484"
LZMH,LZ Technology Holdings Ltd,Technology,Information Technology Services,China,875.92M,"65,801"
MAAS,Maase Inc,Financial,Asset Management,China,57.19M,"14,068"
MACI,Melar Acquisition Corp. I,Financial,Shell Companies,USA,226.58M,"878,341"
MAMA,Mama's Creations Inc,Consumer Defensive,Packaged Foods,USA,305.02M,"60,068"
MAMK,MaxsMaking Inc,Industrials,Conglomerates,China,43.89M,"24,813"
MAMO,Massimo Group,Consumer Cyclical,Recreational Vehicles,USA,104.71M,"16,621"
MANH,"Manhattan Associates, Inc",Technology,Software - Application,USA,13.09B,"106,107"
MAPS,WM Technology Inc,Technology,Software - Application,USA,144.26M,"339,578"
MAR,"Marriott International, Inc",Consumer Cyclical,Lodging,USA,70.16B,"1,017,552"
MARA,MARA Holdings Inc,Financial,Capital Markets,USA,5.88B,"23,652,453"
MARPS,Marine Petroleum Trust,Energy,Oil & Gas Midstream,USA,8.79M,"16,282"
MASI,Masimo Corp,Healthcare,Medical Devices,USA,8.45B,"167,980"
MASK,3 E Network Technology Group Ltd,Technology,Software - Application,China,12.66M,"6,145"
MASS,908 Devices Inc,Healthcare,Medical Devices,USA,234.64M,"109,037"
MAT,"Mattel, Inc",Consumer Cyclical,Leisure,USA,5.49B,"1,424,953"
MATH,Metalpha Technology Holding Ltd,Financial,Capital Markets,Hong Kong,129.16M,"83,526"
MATW,Matthews International Corp,Industrials,Conglomerates,USA,717.35M,"60,375"
MAXI,Simplify Bitcoin Strategy PLUS Income ETF,Financial,Exchange Traded Fund,USA,-,"16,139"
MAXN,Maxeon Solar Technologies Ltd,Technology,Solar,Singapore,68.18M,"79,018"
MAYA,Maywood Acquisition Corp,Financial,Shell Companies,USA,151.39M,5
MAYS,J.W. Mays Inc,Real Estate,Real Estate Services,USA,74.14M,26
MAZE,Maze Therapeutics Inc,Healthcare,Biotechnology,USA,633.31M,"102,760"
MB,Masterbeef Group,Consumer Cyclical,Restaurants,Hong Kong,257.32M,"2,896"
MBAV,M3 Brigade Acquisition V Corp,Financial,Shell Companies,USA,380.25M,"85,675"
MBB,iShares MBS ETF,Financial,Exchange Traded Fund,USA,-,"1,552,033"
MBBC,Marathon Bancorp Inc,Financial,Banks - Regional,USA,29.60M,"2,593"
MBCN,Middlefield Banc Corp,Financial,Banks - Regional,USA,219.85M,"4,320"
MBIN,Merchants Bancorp,Financial,Banks - Regional,USA,1.36B,"132,029"
MBIO,Mustang Bio Inc,Healthcare,Biotechnology,USA,6.33M,"84,904"
MBLY,Mobileye Global Inc,Consumer Cyclical,Auto Parts,Israel,11.62B,"2,897,936"
MBOT,Microbot Medical Inc,Healthcare,Medical Instruments & Supplies,USA,92.04M,"997,558"
MBRX,Moleculin Biotech Inc,Healthcare,Biotechnology,USA,19.20M,"620,159"
MBS,Angel Oak Mortgage-Backed Securities ETF,Financial,Exchange Traded Fund,USA,-,"4,374"
MBUU,Malibu Boats Inc,Consumer Cyclical,Recreational Vehicles,USA,627.54M,"33,181"
MBWM,Mercantile Bank Corp,Financial,Banks - Regional,USA,722.15M,"47,499"
MBX,MBX Biosciences Inc,Healthcare,Biotechnology,USA,456.24M,"115,717"
MCBS,MetroCity Bankshares Inc,Financial,Banks - Regional,USA,683.93M,"7,204"
MCDS,JPMorgan Fundamental Data Science Mid Core ETF,Financial,Exchange Traded Fund,USA,-,2
MCFT,MasterCraft Boat Holdings Inc,Consumer Cyclical,Recreational Vehicles,USA,316.82M,"34,866"
MCHI,iShares MSCI China ETF,Financial,Exchange Traded Fund,USA,-,"1,844,936"
MCHP,"Microchip Technology, Inc",Technology,Semiconductors,USA,35.63B,"4,603,864"
MCHS,Matthews China Discovery Active ETF,Financial,Exchange Traded Fund,USA,-,5
MCHX,Marchex Inc,Communication Services,Advertising Agencies,USA,85.17M,941
MCRB,Seres Therapeutics Inc,Healthcare,Biotechnology,USA,122.25M,"25,241"
MCRI,"Monarch Casino & Resort, Inc",Consumer Cyclical,Resorts & Casinos,USA,1.86B,"44,405"
MCSE,Franklin Sustainable International Equity ETF,Financial,Exchange Traded Fund,USA,-,3
MCTR,CTRL Group Ltd,Communication Services,Advertising Agencies,Hong Kong,32.13M,"57,259"
MCVT,Mill City Ventures III Ltd,Financial,Credit Services,USA,32.86M,"2,206,861"
MCW,Mister Car Wash Inc,Consumer Cyclical,Auto & Truck Dealerships,USA,1.85B,"1,113,452"
MDAI,Spectral AI Inc,Healthcare,Medical Devices,USA,61.40M,"261,216"
MDB,MongoDB Inc,Technology,Software - Infrastructure,USA,18.30B,"1,072,594"
MDBH,MDB Capital Holdings LLC,Financial,Capital Markets,USA,42.39M,109
MDCX,Medicus Pharma Ltd,Healthcare,Drug Manufacturers - General,Canada,41.03M,"79,026"
MDGL,Madrigal Pharmaceuticals Inc,Healthcare,Biotechnology,USA,6.72B,"72,502"
MDIA,MediaCo Holding Inc,Communication Services,Broadcasting,USA,68.17M,"44,458"
MDIV,Multi-Asset Diversified Income Index Fund,Financial,Exchange Traded Fund,USA,-,"19,364"
MDLZ,Mondelez International Inc,Consumer Defensive,Confectioners,USA,83.77B,"3,574,778"
MDRR,Medalist Diversified REIT Inc,Real Estate,REIT - Diversified,USA,24.81M,170
MDWD,MediWound Ltd,Healthcare,Biotechnology,Israel,202.00M,"28,832"
MDXG,Mimedx Group Inc,Healthcare,Biotechnology,USA,1.05B,"402,691"
MDXH,MDxHealth SA,Healthcare,Diagnostics & Research,Belgium,117.56M,"12,075"
MEDP,Medpace Holdings Inc,Healthcare,Diagnostics & Research,USA,11.88B,"177,497"
MEDX,Horizon Kinetics Medical ETF,Financial,Exchange Traded Fund,USA,-,222
MEGL,Magic Empire Global Ltd,Financial,Capital Markets,Hong Kong,11.13M,"16,872"
MEIP,MEI Pharma Inc,Healthcare,Biotechnology,USA,32.31M,"168,313"
MELI,MercadoLibre Inc,Consumer Cyclical,Internet Retail,USA,121.33B,"145,292"
MEMS,Matthews Emerging Markets Discovery Active ETF,Financial,Exchange Traded Fund,USA,-,1
MENS,Jyong Biotech Ltd,Healthcare,Biotechnology,Taiwan,1.41B,"61,368"
MEOH,Methanex Corp,Basic Materials,Chemicals,Canada,2.22B,"362,736"
MERC,Mercer International Inc,Basic Materials,Paper & Paper Products,Canada,204.96M,"2,132,667"
MESA,Mesa Air Group Inc,Industrials,Airlines,USA,45.00M,"143,018"
MESO,Mesoblast Ltd ADR,Healthcare,Biotechnology,Australia,1.96B,"87,405"
META,Meta Platforms Inc,Communication Services,Internet Content & Information,USA,1898.52B,"9,975,254"
METC,Ramaco Resources Inc,Basic Materials,Coking Coal,USA,973.16M,"2,398,565"
METD,Direxion Daily META Bear 1X Shares,Financial,Exchange Traded Fund,USA,-,"691,529"
METU,Direxion Daily META Bull 2X Shares,Financial,Exchange Traded Fund,USA,-,"906,344"
MFH,Mercurity Fintech Holding Inc,Technology,Information Technology Services,USA,273.87M,"127,209"
MFI,mF International Ltd,Technology,Software - Application,Hong Kong,43.57M,"30,343"
MFIC,MidCap Financial Investment Corporation,Financial,Asset Management,USA,1.16B,"92,640"
MFIN,Medallion Financial Corp,Financial,Credit Services,USA,230.51M,"27,766"
MFLX,First Trust Flexible Municipal High Income ETF,Financial,Exchange Traded Fund,USA,-,836
MGEE,"MGE Energy, Inc",Utilities,Utilities - Regulated Electric,USA,3.09B,"34,530"
MGIC,Magic Software Enterprises Ltd,Technology,Information Technology Services,Israel,1.01B,"32,023"
MGIH,Millennium Group International Holdings Ltd,Consumer Cyclical,Packaging & Containers,Hong Kong,17.21M,"3,204"
MGNI,Magnite Inc,Communication Services,Advertising Agencies,USA,3.18B,"770,513"
MGNX,Macrogenics Inc,Healthcare,Biotechnology,USA,98.10M,"236,121"
MGPI,"MGP Ingredients, Inc",Consumer Defensive,Beverages - Wineries & Distilleries,USA,582.21M,"69,843"
MGRC,McGrath Rentcorp,Industrials,Rental & Leasing Services,USA,3.03B,"92,621"
MGRM,Monogram Technologies Inc,Healthcare,Medical Devices,USA,191.77M,"97,167"
MGRT,Mega Fortune Co Ltd,Technology,Information Technology Services,Hong Kong,37.40M,"281,431"
MGRX,Mangoceuticals Inc,Healthcare,Health Information Services,USA,17.24M,"21,689"
MGTX,MeiraGTx Holdings plc,Healthcare,Biotechnology,USA,616.40M,"155,340"
MGX,Metagenomi Inc,Healthcare,Biotechnology,USA,85.05M,"150,697"
MGYR,Magyar Bancorp Inc,Financial,Banks - Regional,USA,108.61M,95
MHUA,Meihua International Medical Technologies Co Ltd,Healthcare,Medical Instruments & Supplies,China,12.00M,"51,074"
MIDD,Middleby Corp,Industrials,Specialty Industrial Machinery,USA,7.62B,"239,994"
MIGI,Mawson Infrastructure Group Inc,Financial,Capital Markets,USA,8.57M,"221,587"
MILN,Global X Millennial Consumer ETF,Financial,Exchange Traded Fund,USA,-,"3,729"
MIMI,Mint Inc Ltd,Industrials,Engineering & Construction,Hong Kong,196.85M,"143,361"
MIND,MIND Technology Inc,Technology,Scientific & Technical Instruments,USA,73.16M,"127,094"
MIRA,Mira Pharmaceuticals Inc,Healthcare,Drug Manufacturers - General,USA,27.88M,"203,816"
MIRM,Mirum Pharmaceuticals Inc,Healthcare,Biotechnology,USA,2.59B,"74,974"
MIST,Milestone Pharmaceuticals Inc,Healthcare,Biotechnology,Canada,122.39M,"266,893"
MITK,Mitek Systems Inc,Technology,Software - Application,USA,402.43M,"245,926"
MJID,Majestic Ideal Holdings Ltd,Consumer Cyclical,Textile Manufacturing,Hong Kong,30.75M,"230,477"
MKDW,MKDWELL Tech Inc,Technology,Electronic Components,Taiwan,29.69M,"145,079"
MKSI,MKS Inc,Technology,Scientific & Technical Instruments,USA,6.29B,"520,588"
MKTW,Marketwise Inc,Financial,Financial Data & Stock Exchanges,USA,299.19M,"5,652"
MKTX,MarketAxess Holdings Inc,Financial,Capital Markets,USA,7.75B,"135,445"
MKZR,Mackenzie Realty Capital Inc,Real Estate,REIT - Diversified,USA,8.26M,"74,895"
MLAB,"Mesa Laboratories, Inc",Technology,Scientific & Technical Instruments,USA,407.11M,"41,146"
MLCO,Melco Resorts & Entertainment Ltd ADR,Consumer Cyclical,Resorts & Casinos,Hong Kong,3.64B,"1,889,389"
MLEC,Moolec Science SA,Healthcare,Biotechnology,Luxembourg,13.34M,"21,950"
MLGO,MicroAlgo Inc,Technology,Software - Infrastructure,China,112.80M,"330,677"
MLKN,MillerKnoll Inc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,1.25B,"80,555"
MLTX,MoonLake Immunotherapeutics,Healthcare,Biotechnology,Switzerland,3.30B,"296,384"
MLYS,Mineralys Therapeutics Inc,Healthcare,Biotechnology,USA,908.54M,"407,379"
MMLP,Martin Midstream Partners LP,Energy,Oil & Gas Midstream,USA,112.87M,"2,684"
MMSI,"Merit Medical Systems, Inc",Healthcare,Medical Instruments & Supplies,USA,5.05B,"169,897"
MMYT,MakeMyTrip Ltd,Consumer Cyclical,Travel Services,India,8.89B,"241,667"
MNDO,Mind C.T.I Ltd,Technology,Software - Application,Israel,29.02M,"23,316"
MNDR,Mobile health Network Solutions,Healthcare,Health Information Services,Singapore,4.19M,"44,935"
MNDY,Monday.Com Ltd,Technology,Software - Application,Israel,12.85B,"606,940"
MNKD,Mannkind Corp,Healthcare,Biotechnology,USA,1.15B,"593,188"
MNMD,Mind Medicine Inc,Healthcare,Biotechnology,USA,646.28M,"781,846"
MNOV,Medicinova Inc,Healthcare,Biotechnology,USA,66.71M,"50,200"
MNPR,Monopar Therapeutics Inc,Healthcare,Biotechnology,USA,249.86M,"4,641"
MNRO,Monro Inc,Consumer Cyclical,Auto Parts,USA,431.11M,"416,076"
MNSB,MainStreet Bancshares Inc,Financial,Banks - Regional,USA,154.31M,"10,338"
MNST,Monster Beverage Corp,Consumer Defensive,Beverages - Non-Alcoholic,USA,57.62B,"6,482,708"
MNTK,Montauk Renewables Inc,Basic Materials,Specialty Chemicals,USA,303.87M,"31,769"
MNTL,Tema Neuroscience and Mental Health ETF,Financial,Exchange Traded Fund,USA,-,8
MNTS,Momentus Inc,Industrials,Aerospace & Defense,USA,10.34M,"121,691"
MNY,MoneyHero Ltd,Communication Services,Internet Content & Information,Singapore,73.45M,"62,306"
MOB,Mobilicom Limited ADR,Industrials,Aerospace & Defense,Israel,15.47M,"119,843"
MOBX,Mobix Labs Inc,Technology,Semiconductors,USA,44.66M,"145,267"
MODD,Modular Medical Inc,Healthcare,Medical Devices,USA,38.24M,"16,405"
MODL,VictoryShares WestEnd U.S. Sector ETF,Financial,Exchange Traded Fund,USA,-,"14,223"
MODV,ModivCare Inc,Healthcare,Medical Care Facilities,USA,40.19M,"183,289"
MOFG,MidWestOne Financial Group Inc,Financial,Banks - Regional,USA,561.50M,"58,386"
MOGO,Mogo Inc,Technology,Software - Infrastructure,Canada,38.78M,"141,324"
MOLN,Molecular Partners AG ADR,Healthcare,Biotechnology,Switzerland,138.26M,165
MOMO,Hello Group Inc ADR,Communication Services,Internet Content & Information,China,975.97M,"353,861"
MOOD,Relative Sentiment Tactical Allocation ETF,Financial,Exchange Traded Fund,USA,-,654
MORN,Morningstar Inc,Financial,Financial Data & Stock Exchanges,USA,11.45B,"197,613"
MOVE,Movano Inc,Healthcare,Medical Devices,USA,4.44M,"9,692"
MPAA,Motorcar Parts of America Inc,Consumer Cyclical,Auto Parts,USA,194.84M,"49,326"
MPB,"Mid Penn Bancorp, Inc",Financial,Banks - Regional,USA,620.42M,"32,890"
MPWR,Monolithic Power System Inc,Technology,Semiconductors,USA,38.06B,"778,468"
MQ,Marqeta Inc,Technology,Software - Infrastructure,USA,2.61B,"1,670,758"
MQQQ,Tradr 2X Long Innovation 100 Monthly ETF,Financial,Exchange Traded Fund,USA,-,944
MRAL,GraniteShares 2x Long MARA Daily ETF,Financial,Exchange Traded Fund,USA,-,"395,786"
MRAM,Everspin Technologies Inc,Technology,Semiconductors,USA,135.14M,"20,553"
MRBK,Meridian Corp,Financial,Banks - Regional,USA,164.20M,"19,037"
MRCC,Monroe Capital Corp,Financial,Asset Management,USA,135.85M,"15,829"
MRCY,Mercury Systems Inc,Industrials,Aerospace & Defense,USA,3.11B,"94,779"
MREO,Mereo Biopharma Group Plc ADR,Healthcare,Biotechnology,United Kingdom,271.10M,"444,516"
MRKR,Marker Therapeutics Inc,Healthcare,Biotechnology,USA,15.27M,"127,549"
MRM,MEDIROM Healthcare Technologies Inc ADR,Consumer Cyclical,Personal Services,Japan,9.64M,"16,048"
MRNA,Moderna Inc,Healthcare,Biotechnology,USA,10.59B,"9,513,087"
MRNO,Murano Global Investments PLC,Real Estate,Real Estate - Development,United Kingdom,544.11M,91
MRSN,Mersana Therapeutics Inc,Healthcare,Biotechnology,USA,32.31M,"72,688"
MRTN,"Marten Transport, Ltd",Industrials,Trucking,USA,968.55M,"243,984"
MRUS,Merus N.V,Healthcare,Biotechnology,Netherlands,4.90B,"276,169"
MRVI,Maravai LifeSciences Holdings Inc,Healthcare,Biotechnology,USA,574.25M,"378,165"
MRVL,Marvell Technology Inc,Technology,Semiconductors,USA,65.75B,"13,778,109"
MRX,Marex Group Plc,Financial,Capital Markets,United Kingdom,2.72B,"346,854"
MSAI,MultiSensor AI Holdings Inc,Technology,Software - Infrastructure,USA,25.88M,"194,145"
MSBI,Midland States Bancorp Inc,Financial,Banks - Regional,USA,355.65M,"33,166"
MSDD,GraniteShares 2x Short MSTR Daily ETF,Financial,Exchange Traded Fund,USA,-,796
MSEX,Middlesex Water Co,Utilities,Utilities - Regulated Water,USA,942.63M,"46,657"
MSFD,Direxion Daily MSFT Bear 1X Shares,Financial,Exchange Traded Fund,USA,-,"1,204,237"
MSFL,GraniteShares 2x Long MSFT Daily ETF,Financial,Exchange Traded Fund,USA,-,"108,357"
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,USA,3897.89B,"13,035,097"
MSFU,Direxion Daily MSFT Bull 2X Shares,Financial,Exchange Traded Fund,USA,-,"358,028"
MSGM,Motorsport Games Inc,Communication Services,Electronic Gaming & Multimedia,USA,16.93M,"27,664"
MSGY,Masonglory Ltd,Industrials,Engineering & Construction,Hong Kong,146.41M,"177,348"
MSPR,MSP Recovery Inc,Healthcare,Health Information Services,USA,8.35M,"60,845"
MSS,Maison Solutions Inc,Consumer Defensive,Grocery Stores,USA,11.84M,"22,347"
MST,Defiance Leveraged Long Income MSTR ETF,Financial,Exchange Traded Fund,USA,-,"655,953"
MSTP,GraniteShares 2x Long MSTR Daily ETF,Financial,Exchange Traded Fund,USA,-,"5,108"
MSTR,Strategy,Technology,Software - Application,USA,109.43B,"7,982,726"
MSTX,Defiance Daily Target 2x Long MSTR ETF,Financial,Exchange Traded Fund,USA,-,"4,321,412"
MSW,Ming Shing Group Holdings Ltd,Industrials,Engineering & Construction,Hong Kong,16.54M,"8,989,633"
MTC,Mmtec Inc,Technology,Software - Application,Hong Kong,22.63M,"23,826"
MTCH,Match Group Inc,Communication Services,Internet Content & Information,USA,8.34B,"2,129,665"
MTEK,Maris Tech Ltd,Technology,Electronic Components,Israel,21.23M,"37,033"
MTEN,Mingteng International Corporation Inc,Industrials,Metal Fabrication,China,95.83M,"48,550"
MTEX,Mannatech Inc,Consumer Defensive,Food Distribution,USA,14.75M,"1,346"
MTLS,Materialise Nv ADR,Technology,Software - Application,Belgium,298.30M,"94,137"
MTRX,Matrix Service Co,Industrials,Engineering & Construction,USA,400.22M,"34,335"
MTSI,MACOM Technology Solutions Holdings Inc,Technology,Semiconductors,USA,10.16B,"213,355"
MTSR,Metsera Inc,Healthcare,Biotechnology,USA,3.47B,"474,918"
MTVA,MetaVia Inc,Healthcare,Biotechnology,USA,11.85M,"25,234"
MU,Micron Technology Inc,Technology,Semiconductors,USA,118.90B,"11,513,586"
MUD,Direxion Daily MU Bear 1X Shares,Financial,Exchange Traded Fund,USA,-,"6,715"
MULL,GraniteShares 2x Long MU Daily ETF,Financial,Exchange Traded Fund,USA,-,"59,662"
MURA,Mural Oncology plc,Healthcare,Biotechnology,Ireland,40.06M,"107,023"
MUU,Direxion Daily MU Bull 2X Shares,Financial,Exchange Traded Fund,USA,-,"294,355"
MVBF,MVB Financial Corp,Financial,Banks - Regional,USA,290.56M,"19,911"
MVIS,Microvision Inc,Technology,Scientific & Technical Instruments,USA,275.43M,"3,594,882"
MVLL,GraniteShares 2x Long MRVL Daily ETF,Financial,Exchange Traded Fund,USA,-,"252,138"
MVST,Microvast Holdings Inc,Consumer Cyclical,Auto Parts,USA,1.01B,"2,787,303"
MWYN,Marwynn Holdings Inc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,23.35M,"86,974,188"
MXCT,MaxCyte Inc,Healthcare,Medical Devices,USA,215.30M,"171,251"
MXL,MaxLinear Inc,Technology,Semiconductors,USA,1.35B,"638,399"
MYCF,SPDR SSGA My2026 Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,"3,622"
MYCG,SPDR SSGA My2027 Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,436
MYCH,SPDR SSGA My2028 Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,756
MYCI,SPDR SSGA My2029 Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,621
MYCJ,SPDR SSGA My2030 Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,"2,565"
MYCK,SPDR SSGA My2031 Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,"2,338"
MYCL,SPDR SSGA My2032 Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,11
MYCM,SPDR SSGA My2033 Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,11
MYCN,SPDR SSGA My2034 Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,22
MYFW,First Western Financial Inc,Financial,Banks - Regional,USA,207.81M,"14,093"
MYGN,"Myriad Genetics, Inc",Healthcare,Diagnostics & Research,USA,358.57M,"398,488"
MYNZ,Mainz Biomed N.V,Healthcare,Diagnostics & Research,Germany,5.11M,"243,997"
MYPS,PLAYSTUDIOS Inc,Communication Services,Electronic Gaming & Multimedia,USA,139.11M,"48,698"
MYRG,MYR Group Inc,Industrials,Engineering & Construction,USA,2.92B,"105,925"
MYSZ,My Size Inc,Technology,Software - Application,Israel,3.72M,"39,498"
MZTI,Marzetti Co,Consumer Defensive,Packaged Foods,USA,4.88B,"30,172"
NA,Nano Labs Ltd,Technology,Semiconductors,China,118.67M,"350,806"
NAAS,Naas Technology Inc ADR,Consumer Cyclical,Specialty Retail,China,1.18M,"161,959"
NAGE,Niagen Bioscience Inc,Healthcare,Biotechnology,USA,716.93M,"558,249"
NAII,"Natural Alternatives International, Inc",Consumer Defensive,Packaged Foods,USA,22.37M,220
NAKA,Kindly MD Inc,Healthcare,Medical Care Facilities,USA,48.78M,"210,782"
NAMI,Jinxin Technology Holding Co ADR,Communication Services,Internet Content & Information,China,57.16M,"2,851"
NAMM,Namib Minerals,Basic Materials,Gold,Cayman Islands,230.27M,"18,534,434"
NAMS,NewAmsterdam Pharma Company NV,Healthcare,Biotechnology,Netherlands,2.41B,"233,755"
NAOV,NanoVibronix Inc,Healthcare,Medical Devices,USA,2.13M,"148,856"
NATH,"Nathan's Famous, Inc",Consumer Cyclical,Restaurants,USA,387.52M,"9,590"
NATO,Themes Transatlantic Defense ETF,Financial,Exchange Traded Fund,USA,-,"12,462"
NATR,"Nature's Sunshine Products, Inc",Consumer Defensive,Packaged Foods,USA,291.90M,"40,344"
NAUT,Nautilus Biotechnology Inc,Healthcare,Biotechnology,USA,97.01M,"46,898"
NAVI,Navient Corp,Financial,Credit Services,USA,1.27B,"220,383"
NB,NioCorp Developments Ltd,Basic Materials,Other Industrial Metals & Mining,USA,225.80M,"2,504,658"
NBBK,NB Bancorp Inc,Financial,Banks - Regional,USA,597.56M,"63,533"
NBIS,Nebius Group N.V,Technology,Software - Infrastructure,Netherlands,12.66B,"6,985,377"
NBIX,"Neurocrine Biosciences, Inc",Healthcare,Drug Manufacturers - Specialty & Generic,USA,12.60B,"441,869"
NBN,Northeast Bank,Financial,Banks - Regional,USA,754.21M,"83,152"
NBTB,NBT Bancorp. Inc,Financial,Banks - Regional,USA,2.13B,"68,032"
NBTX,Nanobiotix ADR,Healthcare,Biotechnology,France,320.35M,"7,816"
NCEW,New Century Logistics (BVI) Ltd,Industrials,Integrated Freight & Logistics,Hong Kong,15.05M,"58,880"
NCI,Neo Concept International Group Holdings Ltd,Consumer Cyclical,Apparel Manufacturing,Hong Kong,8.08M,"49,180"
NCIQ,Units of fractional undivided beneficial interests,Financial,Exchange Traded Fund,USA,-,"6,432"
NCMI,National Cinemedia Inc,Communication Services,Advertising Agencies,USA,438.98M,"396,068"
NCNA,NuCana plc ADR,Healthcare,Biotechnology,United Kingdom,14.58M,"96,387,807"
